codigo,nome,preco,estoque
5534,Mochila_5534,130.17,93
5535,Camisa_5535,816.06,32
5536,Relogio_5536,634.78,34
5537,Mochila_5537,37.33,26
5538,Bone_5538,507.81,25
5539,Bermuda_5539,203.64,81
5540,Oculos_5540,959.83,4
5541,Bermuda_5541,963.22,84
5542,Mochila_5542,188.86,18
5543,Jaqueta_5543,661.48,50
5544,Bermuda_5544,544.91,17
5545,Bermuda_5545,889.41,30
5546,Bermuda_5546,536.47,3
5547,Bone_5547,965.2,5
5548,Mochila_5548,314.0,57
5549,Bermuda_5549,11.78,100
5550,Bone_5550,251.82,46
5551,Oculos_5551,440.55,28
5552,Jaqueta_5552,878.09,81
5553,Jaqueta_5553,140.67,48
5554,Oculos_5554,752.27,100
5555,Jaqueta_5555,204.54,28
5556,Mochila_5556,516.03,10
5557,Relogio_5557,704.21,11
5558,Oculos_5558,308.39,83
5559,Bermuda_5559,570.45,45
5560,Camisa_5560,364.19,69
5561,Camisa_5561,837.64,75
5562,Meia_5562,163.04,56
5563,Tenis_5563,615.21,60
5564,Jaqueta_5564,424.31,59
5565,Jaqueta_5565,276.57,68
5566,Jaqueta_5566,100.21,43
5567,Oculos_5567,24.16,57
5568,Bermuda_5568,108.67,22
5569,Oculos_5569,881.42,41
5570,Bermuda_5570,766.94,12
5571,Tenis_5571,752.62,95
5572,Meia_5572,985.43,30
5573,Calca_5573,77.01,64
5574,Relogio_5574,863.14,61
5575,Bone_5575,498.6,86
5576,Relogio_5576,980.68,82
5577,Tenis_5577,815.72,37
5578,Jaqueta_5578,904.06,37
5579,Bone_5579,602.67,40
5580,Oculos_5580,675.75,58
5581,Jaqueta_5581,941.54,2
5582,Calca_5582,85.96,38
5583,Bermuda_5583,503.09,79
5584,Bone_5584,563.82,92
5585,Tenis_5585,998.78,67
5586,Relogio_5586,659.66,54
5587,Jaqueta_5587,807.81,69
5588,Jaqueta_5588,671.96,83
5589,Relogio_5589,281.05,11
5590,Meia_5590,68.07,76
5591,Camisa_5591,110.64,74
5592,Mochila_5592,636.51,77
5593,Camisa_5593,533.41,80
5594,Meia_5594,178.04,89
5595,Bermuda_5595,469.06,39
5596,Jaqueta_5596,217.0,41
5597,Tenis_5597,482.33,54
5598,Tenis_5598,897.18,13
5599,Camisa_5599,283.5,72
5600,Relogio_5600,232.4,4
5601,Mochila_5601,522.12,43
5602,Oculos_5602,685.34,45
5603,Calca_5603,233.68,57
5604,Bone_5604,288.3,46
5605,Meia_5605,271.0,35
5606,Camisa_5606,88.99,5
5607,Bermuda_5607,466.04,79
5608,Jaqueta_5608,893.56,62
5609,Relogio_5609,465.68,53
5610,Bone_5610,201.21,5
5611,Calca_5611,12.57,49
5612,Tenis_5612,710.79,16
5613,Relogio_5613,20.58,10
5614,Bermuda_5614,813.09,38
5615,Relogio_5615,658.13,60
5616,Jaqueta_5616,130.24,35
5617,Camisa_5617,780.13,11
5618,Tenis_5618,566.55,5
5619,Meia_5619,142.94,39
5620,Oculos_5620,595.93,3
5621,Camisa_5621,892.18,42
5622,Jaqueta_5622,420.46,25
5623,Relogio_5623,320.33,89
5624,Bone_5624,259.57,78
5625,Relogio_5625,296.47,23
5626,Meia_5626,522.76,37
5627,Bermuda_5627,774.27,89
5628,Calca_5628,475.84,66
5629,Calca_5629,539.67,79
5630,Relogio_5630,743.08,15
5631,Mochila_5631,875.17,96
5632,Mochila_5632,705.87,65
5633,Meia_5633,298.41,32
5634,Tenis_5634,280.36,45
5635,Tenis_5635,80.87,25
5636,Meia_5636,904.59,7
5637,Mochila_5637,918.14,58
5638,Relogio_5638,495.64,29
5639,Oculos_5639,261.21,71
5640,Bermuda_5640,374.69,58
5641,Meia_5641,253.33,24
5642,Meia_5642,247.84,35
5643,Mochila_5643,745.58,23
5644,Bermuda_5644,915.36,80
5645,Relogio_5645,192.57,35
5646,Oculos_5646,573.7,66
5647,Jaqueta_5647,136.48,57
5648,Oculos_5648,614.12,55
5649,Camisa_5649,769.48,98
5650,Relogio_5650,291.22,11
5651,Bone_5651,981.07,63
5652,Bone_5652,243.7,90
5653,Relogio_5653,59.24,69
5654,Mochila_5654,418.07,4
5655,Bermuda_5655,334.61,28
5656,Tenis_5656,714.18,36
5657,Mochila_5657,17.18,53
5658,Bone_5658,469.34,1
5659,Camisa_5659,774.24,98
5660,Mochila_5660,123.3,37
5661,Meia_5661,47.25,93
5662,Relogio_5662,945.65,5
5663,Bermuda_5663,39.75,8
5664,Bone_5664,360.28,55
5665,Calca_5665,543.47,77
5666,Bermuda_5666,401.06,16
5667,Oculos_5667,554.88,9
5668,Tenis_5668,606.4,81
5669,Meia_5669,301.3,9
5670,Meia_5670,367.35,91
5671,Tenis_5671,832.64,2
5672,Calca_5672,545.32,54
5673,Tenis_5673,989.84,73
5674,Tenis_5674,817.96,41
5675,Calca_5675,77.9,40
5676,Mochila_5676,664.71,79
5677,Calca_5677,205.56,9
5678,Meia_5678,329.86,60
5679,Bermuda_5679,166.75,9
5680,Jaqueta_5680,900.83,52
5681,Jaqueta_5681,448.3,37
5682,Mochila_5682,980.86,20
5683,Relogio_5683,707.01,48
5684,Tenis_5684,833.93,69
5685,Meia_5685,32.73,58
5686,Camisa_5686,959.89,5
5687,Relogio_5687,641.44,40
5688,Mochila_5688,22.42,31
5689,Mochila_5689,211.36,78
5690,Oculos_5690,537.8,75
5691,Relogio_5691,135.85,7
5692,Mochila_5692,135.03,86
5693,Relogio_5693,935.15,58
5694,Oculos_5694,928.46,43
5695,Relogio_5695,398.49,48
5696,Jaqueta_5696,594.88,30
5697,Bone_5697,261.84,85
5698,Bone_5698,569.95,42
5699,Camisa_5699,245.08,37
5700,Oculos_5700,541.49,53
5701,Bone_5701,471.37,68
5702,Mochila_5702,578.72,4
5703,Bone_5703,726.18,75
5704,Relogio_5704,364.47,44
5705,Bermuda_5705,187.52,97
5706,Jaqueta_5706,558.17,99
5707,Bermuda_5707,187.87,19
5708,Jaqueta_5708,452.57,59
5709,Calca_5709,277.85,67
5710,Bone_5710,436.33,51
5711,Mochila_5711,435.18,31
5712,Mochila_5712,603.51,39
5713,Tenis_5713,868.5,13
5714,Relogio_5714,437.12,33
5715,Calca_5715,631.21,27
5716,Bermuda_5716,900.19,15
5717,Bermuda_5717,470.63,86
5718,Bone_5718,236.09,29
5719,Bone_5719,277.76,42
5720,Camisa_5720,623.35,69
5721,Camisa_5721,392.55,54
5722,Calca_5722,606.74,96
5723,Tenis_5723,427.48,5
5724,Jaqueta_5724,518.71,11
5725,Meia_5725,121.03,37
5726,Bermuda_5726,637.68,24
5727,Jaqueta_5727,608.0,17
5728,Bone_5728,291.92,43
5729,Meia_5729,230.6,15
5730,Relogio_5730,143.57,74
5731,Relogio_5731,127.72,36
5732,Jaqueta_5732,273.54,35
5733,Mochila_5733,968.27,97
5734,Jaqueta_5734,118.56,19
5735,Relogio_5735,921.64,20
5736,Relogio_5736,623.99,71
5737,Tenis_5737,183.9,25
5738,Oculos_5738,439.37,47
5739,Mochila_5739,789.32,45
5740,Camisa_5740,398.85,7
5741,Bone_5741,994.87,56
5742,Relogio_5742,378.29,36
5743,Relogio_5743,981.4,83
5744,Bone_5744,693.24,56
5745,Mochila_5745,660.67,73
5746,Bermuda_5746,384.85,6
5747,Bermuda_5747,56.96,61
5748,Bermuda_5748,464.12,99
5749,Oculos_5749,633.24,53
5750,Camisa_5750,492.57,84
5751,Tenis_5751,364.63,36
5752,Meia_5752,293.26,24
5753,Camisa_5753,335.58,51
5754,Oculos_5754,56.41,19
5755,Calca_5755,129.68,17
5756,Calca_5756,805.14,88
5757,Jaqueta_5757,721.2,29
5758,Relogio_5758,642.0,100
5759,Relogio_5759,62.06,81
5760,Oculos_5760,673.11,99
5761,Meia_5761,500.32,31
5762,Calca_5762,916.14,5
5763,Bone_5763,687.71,53
5764,Relogio_5764,352.13,9
5765,Bone_5765,345.77,51
5766,Meia_5766,913.03,5
5767,Camisa_5767,440.81,81
5768,Bone_5768,953.77,17
5769,Tenis_5769,878.81,37
5770,Meia_5770,945.56,72
5771,Bone_5771,33.81,3
5772,Tenis_5772,106.78,42
5773,Camisa_5773,50.02,83
5774,Jaqueta_5774,20.6,94
5775,Tenis_5775,882.58,4
5776,Mochila_5776,597.2,95
5777,Bermuda_5777,11.54,85
5778,Calca_5778,248.7,41
5779,Camisa_5779,304.53,19
5780,Oculos_5780,253.35,66
5781,Meia_5781,877.89,37
5782,Jaqueta_5782,59.06,19
5783,Relogio_5783,958.17,95
5784,Mochila_5784,924.08,78
5785,Calca_5785,78.91,54
5786,Mochila_5786,403.84,88
5787,Mochila_5787,524.96,63
5788,Calca_5788,839.72,38
5789,Tenis_5789,484.86,52
5790,Tenis_5790,907.3,82
5791,Calca_5791,863.15,35
5792,Relogio_5792,24.43,4
5793,Bermuda_5793,41.08,9
5794,Jaqueta_5794,195.68,18
5795,Oculos_5795,973.48,60
5796,Meia_5796,745.34,62
5797,Oculos_5797,235.83,28
5798,Relogio_5798,375.41,40
5799,Meia_5799,808.64,52
5800,Mochila_5800,531.82,71
5801,Tenis_5801,248.5,69
5802,Relogio_5802,876.29,94
5803,Calca_5803,590.47,23
5804,Bermuda_5804,406.12,11
5805,Relogio_5805,325.33,34
5806,Bone_5806,451.75,63
5807,Meia_5807,779.17,17
5808,Camisa_5808,254.04,50
5809,Oculos_5809,527.28,85
5810,Tenis_5810,682.99,23
5811,Tenis_5811,965.25,78
5812,Bone_5812,851.61,33
5813,Calca_5813,694.19,28
5814,Tenis_5814,663.6,19
5815,Jaqueta_5815,860.55,87
5816,Calca_5816,116.59,31
5817,Bone_5817,341.29,79
5818,Calca_5818,341.29,51
5819,Calca_5819,186.7,67
5820,Calca_5820,207.22,66
5821,Bermuda_5821,821.95,91
5822,Tenis_5822,323.63,95
5823,Relogio_5823,287.0,58
5824,Jaqueta_5824,70.96,4
5825,Tenis_5825,216.27,48
5826,Jaqueta_5826,114.89,33
5827,Mochila_5827,323.52,40
5828,Jaqueta_5828,345.5,60
5829,Bermuda_5829,963.64,51
5830,Jaqueta_5830,150.87,53
5831,Tenis_5831,581.2,46
5832,Oculos_5832,834.36,100
5833,Meia_5833,166.15,8
5834,Meia_5834,259.65,92
5835,Mochila_5835,710.91,97
5836,Relogio_5836,438.69,88
5837,Meia_5837,514.64,75
5838,Mochila_5838,90.13,83
5839,Bermuda_5839,819.49,17
5840,Oculos_5840,353.28,82
5841,Relogio_5841,312.0,49
5842,Jaqueta_5842,743.42,90
5843,Calca_5843,728.24,40
5844,Calca_5844,242.39,22
5845,Camisa_5845,164.77,50
5846,Camisa_5846,565.75,55
5847,Bone_5847,255.92,12
5848,Meia_5848,257.51,53
5849,Relogio_5849,69.54,32
5850,Bone_5850,175.51,93
5851,Tenis_5851,663.11,95
5852,Bone_5852,989.79,8
5853,Meia_5853,500.6,65
5854,Bermuda_5854,818.66,12
5855,Meia_5855,249.2,14
5856,Bone_5856,113.65,87
5857,Calca_5857,838.65,21
5858,Meia_5858,40.47,57
5859,Relogio_5859,421.08,74
5860,Bermuda_5860,344.35,34
5861,Mochila_5861,100.85,99
5862,Relogio_5862,485.08,88
5863,Tenis_5863,448.35,8
5864,Bone_5864,606.2,44
5865,Tenis_5865,633.77,29
5866,Bermuda_5866,347.4,32
5867,Bermuda_5867,385.63,89
5868,Meia_5868,525.2,2
5869,Mochila_5869,727.59,100
5870,Jaqueta_5870,195.46,97
5871,Camisa_5871,650.78,23
5872,Relogio_5872,320.09,99
5873,Jaqueta_5873,667.42,57
5874,Mochila_5874,902.17,86
5875,Mochila_5875,917.71,89
5876,Bermuda_5876,900.59,58
5877,Relogio_5877,284.16,83
5878,Jaqueta_5878,160.43,98
5879,Bone_5879,952.74,82
5880,Bone_5880,811.44,86
5881,Bermuda_5881,330.89,51
5882,Camisa_5882,698.32,76
5883,Tenis_5883,619.97,22
5884,Bermuda_5884,600.65,86
5885,Meia_5885,459.38,99
5886,Tenis_5886,531.71,83
5887,Meia_5887,326.24,85
5888,Mochila_5888,922.58,74
5889,Bone_5889,273.04,29
5890,Relogio_5890,288.9,57
5891,Camisa_5891,677.72,59
5892,Meia_5892,360.86,99
5893,Calca_5893,787.01,4
5894,Bone_5894,944.77,82
5895,Tenis_5895,80.13,93
5896,Bermuda_5896,779.24,74
5897,Oculos_5897,883.82,13
5898,Calca_5898,688.45,53
5899,Bermuda_5899,675.02,83
5900,Relogio_5900,553.02,30
5901,Relogio_5901,633.41,40
5902,Meia_5902,457.34,79
5903,Camisa_5903,456.61,84
5904,Bone_5904,767.83,70
5905,Tenis_5905,831.2,15
5906,Camisa_5906,81.07,13
5907,Camisa_5907,121.24,38
5908,Mochila_5908,883.98,92
5909,Camisa_5909,404.28,48
5910,Oculos_5910,885.78,21
5911,Mochila_5911,310.44,95
5912,Meia_5912,497.51,4
5913,Jaqueta_5913,390.6,83
5914,Camisa_5914,846.69,8
5915,Meia_5915,284.26,73
5916,Tenis_5916,445.26,89
5917,Camisa_5917,263.11,12
5918,Meia_5918,508.73,9
5919,Mochila_5919,196.55,84
5920,Bermuda_5920,600.9,23
5921,Calca_5921,435.9,100
5922,Tenis_5922,701.98,35
5923,Meia_5923,326.51,76
5924,Camisa_5924,86.81,54
5925,Mochila_5925,841.55,79
5926,Jaqueta_5926,883.86,84
5927,Camisa_5927,911.92,19
5928,Calca_5928,668.99,84
5929,Tenis_5929,576.5,32
5930,Bermuda_5930,215.78,11
5931,Jaqueta_5931,174.72,95
5932,Calca_5932,471.22,89
5933,Oculos_5933,55.44,22
5934,Tenis_5934,35.86,74
5935,Oculos_5935,563.67,4
5936,Oculos_5936,555.3,58
5937,Jaqueta_5937,953.65,28
5938,Camisa_5938,249.23,59
5939,Calca_5939,27.49,70
5940,Meia_5940,375.3,34
5941,Bone_5941,142.81,99
5942,Camisa_5942,546.11,10
5943,Bermuda_5943,614.4,16
5944,Mochila_5944,713.01,67
5945,Mochila_5945,914.47,42
5946,Bone_5946,984.05,21
5947,Bone_5947,741.0,9
5948,Tenis_5948,860.94,26
5949,Bermuda_5949,224.76,33
5950,Bone_5950,570.1,56
5951,Oculos_5951,138.07,15
5952,Bermuda_5952,711.62,12
5953,Relogio_5953,521.22,3
5954,Calca_5954,455.75,19
5955,Calca_5955,386.25,61
5956,Calca_5956,189.82,65
5957,Bermuda_5957,176.31,84
5958,Jaqueta_5958,432.67,68
5959,Relogio_5959,625.31,94
5960,Relogio_5960,690.75,96
5961,Camisa_5961,501.05,84
5962,Relogio_5962,359.05,9
5963,Bermuda_5963,795.8,26
5964,Relogio_5964,244.55,18
5965,Jaqueta_5965,789.05,77
5966,Oculos_5966,335.34,64
5967,Camisa_5967,632.66,77
5968,Tenis_5968,712.93,12
5969,Jaqueta_5969,73.23,94
5970,Camisa_5970,597.74,26
5971,Relogio_5971,287.5,78
5972,Bone_5972,44.93,74
5973,Calca_5973,348.49,23
5974,Camisa_5974,744.18,61
5975,Calca_5975,658.9,86
5976,Meia_5976,343.89,22
5977,Oculos_5977,143.06,90
5978,Tenis_5978,830.98,50
5979,Bermuda_5979,418.0,18
5980,Camisa_5980,97.53,7
5981,Meia_5981,504.31,46
5982,Calca_5982,692.21,8
5983,Calca_5983,462.98,37
5984,Jaqueta_5984,585.55,13
5985,Meia_5985,451.24,44
5986,Meia_5986,837.2,95
5987,Oculos_5987,349.58,29
5988,Camisa_5988,865.46,58
5989,Bone_5989,904.5,55
5990,Meia_5990,251.01,83
5991,Jaqueta_5991,310.19,45
5992,Oculos_5992,702.88,57
5993,Camisa_5993,104.78,10
5994,Camisa_5994,100.24,15
5995,Jaqueta_5995,624.96,34
5996,Meia_5996,500.76,87
5997,Oculos_5997,715.74,25
5998,Mochila_5998,427.45,38
5999,Bermuda_5999,383.93,34
6000,Camisa_6000,892.85,60
6001,Bermuda_6001,718.9,5
6002,Jaqueta_6002,782.25,91
6003,Mochila_6003,674.73,13
6004,Bone_6004,715.14,93
6005,Meia_6005,474.94,79
6006,Camisa_6006,948.59,29
6007,Oculos_6007,41.95,25
6008,Bermuda_6008,69.67,3
6009,Bermuda_6009,374.96,98
6010,Relogio_6010,222.14,13
6011,Jaqueta_6011,938.61,99
6012,Camisa_6012,43.4,85
6013,Mochila_6013,633.31,12
6014,Mochila_6014,845.79,15
6015,Tenis_6015,509.5,1
6016,Jaqueta_6016,52.44,74
6017,Meia_6017,531.76,84
6018,Bermuda_6018,962.33,58
6019,Jaqueta_6019,400.53,26
6020,Camisa_6020,311.87,100
6021,Relogio_6021,957.91,29
6022,Mochila_6022,393.43,83
6023,Relogio_6023,543.73,7
6024,Relogio_6024,663.64,88
6025,Bermuda_6025,756.89,21
6026,Calca_6026,721.5,49
6027,Bone_6027,705.0,79
6028,Mochila_6028,860.04,22
6029,Mochila_6029,40.31,89
6030,Bermuda_6030,939.51,71
6031,Tenis_6031,202.01,4
6032,Bone_6032,816.66,73
6033,Tenis_6033,524.23,92
6034,Bermuda_6034,236.57,20
6035,Oculos_6035,383.8,17
6036,Calca_6036,93.16,11
6037,Mochila_6037,729.62,15
6038,Bermuda_6038,28.58,83
6039,Oculos_6039,420.92,8
6040,Mochila_6040,449.99,56
6041,Jaqueta_6041,969.88,40
6042,Camisa_6042,191.71,50
6043,Tenis_6043,964.31,88
6044,Mochila_6044,453.58,62
6045,Jaqueta_6045,386.76,34
6046,Calca_6046,990.92,44
6047,Calca_6047,896.51,94
6048,Jaqueta_6048,311.67,70
6049,Bone_6049,15.28,75
6050,Camisa_6050,709.81,57
6051,Tenis_6051,164.61,85
6052,Tenis_6052,660.28,84
6053,Tenis_6053,899.65,6
6054,Meia_6054,802.31,38
6055,Camisa_6055,668.14,45
6056,Bermuda_6056,288.96,39
6057,Meia_6057,407.16,43
6058,Bone_6058,574.97,78
6059,Mochila_6059,356.93,73
6060,Mochila_6060,533.68,25
6061,Mochila_6061,554.49,30
6062,Jaqueta_6062,526.67,76
6063,Meia_6063,564.0,63
6064,Meia_6064,435.26,91
6065,Mochila_6065,218.8,38
6066,Camisa_6066,239.94,27
6067,Meia_6067,448.97,25
6068,Camisa_6068,269.95,37
6069,Relogio_6069,239.78,59
6070,Oculos_6070,740.27,29
6071,Tenis_6071,721.54,88
6072,Meia_6072,961.29,52
6073,Oculos_6073,319.9,61
6074,Relogio_6074,452.25,83
6075,Calca_6075,664.84,93
6076,Oculos_6076,936.22,98
6077,Calca_6077,260.34,34
6078,Relogio_6078,438.04,97
6079,Jaqueta_6079,106.36,50
6080,Jaqueta_6080,901.14,43
6081,Relogio_6081,976.64,32
6082,Relogio_6082,800.7,50
6083,Camisa_6083,323.24,30
6084,Tenis_6084,953.36,37
6085,Bermuda_6085,542.81,35
6086,Oculos_6086,261.32,30
6087,Oculos_6087,645.49,24
6088,Oculos_6088,139.56,97
6089,Bermuda_6089,938.57,2
6090,Mochila_6090,445.83,33
6091,Camisa_6091,12.55,84
6092,Camisa_6092,836.27,21
6093,Relogio_6093,789.44,8
6094,Tenis_6094,372.66,50
6095,Jaqueta_6095,486.86,26
6096,Relogio_6096,261.07,57
6097,Bone_6097,841.34,52
6098,Meia_6098,297.02,23
6099,Mochila_6099,139.74,45
6100,Meia_6100,924.25,49
6101,Calca_6101,20.57,13
6102,Meia_6102,968.04,87
6103,Bone_6103,239.77,97
6104,Calca_6104,147.94,49
6105,Bone_6105,217.68,34
6106,Tenis_6106,394.18,58
6107,Oculos_6107,769.07,89
6108,Oculos_6108,485.19,48
6109,Calca_6109,590.88,10
6110,Relogio_6110,744.51,86
6111,Relogio_6111,344.85,36
6112,Calca_6112,820.52,15
6113,Relogio_6113,664.23,93
6114,Tenis_6114,20.25,86
6115,Calca_6115,918.96,26
6116,Relogio_6116,295.74,52
6117,Bermuda_6117,548.08,17
6118,Calca_6118,504.97,38
6119,Oculos_6119,710.84,65
6120,Meia_6120,459.1,41
6121,Mochila_6121,56.14,98
6122,Bermuda_6122,317.83,83
6123,Mochila_6123,225.43,83
6124,Mochila_6124,426.7,74
6125,Bone_6125,336.89,10
6126,Jaqueta_6126,112.89,30
6127,Bermuda_6127,592.85,14
6128,Relogio_6128,938.47,96
6129,Mochila_6129,314.17,20
6130,Mochila_6130,710.09,92
6131,Relogio_6131,743.36,59
6132,Bermuda_6132,117.02,47
6133,Mochila_6133,24.41,55
6134,Calca_6134,805.96,68
6135,Mochila_6135,478.43,34
6136,Bone_6136,429.56,98
6137,Meia_6137,441.52,70
6138,Calca_6138,669.13,5
6139,Oculos_6139,998.33,41
6140,Camisa_6140,604.19,17
6141,Calca_6141,835.78,91
6142,Oculos_6142,950.5,52
6143,Mochila_6143,421.58,80
6144,Mochila_6144,412.57,42
6145,Meia_6145,405.62,28
6146,Relogio_6146,727.3,56
6147,Tenis_6147,169.16,13
6148,Relogio_6148,616.75,59
6149,Bermuda_6149,371.65,88
6150,Relogio_6150,120.87,75
6151,Relogio_6151,299.53,25
6152,Calca_6152,215.98,57
6153,Tenis_6153,445.05,13
6154,Relogio_6154,527.58,11
6155,Mochila_6155,164.63,33
6156,Meia_6156,327.74,50
6157,Tenis_6157,724.82,39
6158,Mochila_6158,347.96,62
6159,Camisa_6159,632.4,51
6160,Bermuda_6160,934.73,13
6161,Bone_6161,230.69,25
6162,Calca_6162,472.65,18
6163,Camisa_6163,650.42,88
6164,Bone_6164,137.27,98
6165,Bermuda_6165,870.61,59
6166,Bermuda_6166,193.36,79
6167,Meia_6167,32.99,44
6168,Camisa_6168,220.05,69
6169,Relogio_6169,111.93,43
6170,Mochila_6170,714.32,7
6171,Bone_6171,545.59,75
6172,Bone_6172,946.94,2
6173,Bone_6173,108.72,38
6174,Relogio_6174,906.85,60
6175,Jaqueta_6175,77.69,89
6176,Meia_6176,423.85,40
6177,Jaqueta_6177,479.54,22
6178,Mochila_6178,194.81,76
6179,Oculos_6179,373.22,99
6180,Bone_6180,206.34,1
6181,Bermuda_6181,800.82,47
6182,Jaqueta_6182,207.5,75
6183,Bone_6183,729.56,36
6184,Calca_6184,265.62,72
6185,Camisa_6185,893.16,36
6186,Mochila_6186,737.11,10
6187,Relogio_6187,594.51,88
6188,Oculos_6188,418.34,99
6189,Meia_6189,886.39,76
6190,Mochila_6190,804.69,62
6191,Bone_6191,866.92,89
6192,Camisa_6192,57.34,36
6193,Relogio_6193,352.7,100
6194,Tenis_6194,268.19,4
6195,Oculos_6195,584.74,75
6196,Meia_6196,610.49,59
6197,Bermuda_6197,221.89,3
6198,Oculos_6198,128.38,48
6199,Bermuda_6199,47.86,3
6200,Meia_6200,839.62,31
6201,Calca_6201,987.79,80
6202,Mochila_6202,680.0,99
6203,Jaqueta_6203,497.41,78
6204,Relogio_6204,720.94,99
6205,Camisa_6205,665.0,20
6206,Tenis_6206,854.31,47
6207,Relogio_6207,16.65,59
6208,Bone_6208,642.04,84
6209,Jaqueta_6209,518.16,90
6210,Oculos_6210,63.04,6
6211,Relogio_6211,405.38,39
6212,Jaqueta_6212,593.77,30
6213,Relogio_6213,183.89,87
6214,Camisa_6214,200.22,67
6215,Camisa_6215,161.8,27
6216,Camisa_6216,784.65,96
6217,Relogio_6217,876.1,74
6218,Meia_6218,113.84,15
6219,Oculos_6219,630.61,96
6220,Jaqueta_6220,926.94,34
6221,Bone_6221,183.64,52
6222,Meia_6222,617.35,55
6223,Meia_6223,50.85,60
6224,Jaqueta_6224,916.29,47
6225,Bone_6225,299.52,72
6226,Oculos_6226,211.75,15
6227,Bermuda_6227,288.94,1
6228,Jaqueta_6228,897.99,10
6229,Meia_6229,376.61,63
6230,Relogio_6230,681.18,25
6231,Bermuda_6231,330.95,68
6232,Meia_6232,837.82,59
6233,Camisa_6233,415.12,6
6234,Relogio_6234,180.58,29
6235,Camisa_6235,478.13,61
6236,Bone_6236,101.52,8
6237,Mochila_6237,402.27,6
6238,Tenis_6238,518.0,99
6239,Bone_6239,144.44,66
6240,Meia_6240,825.5,67
6241,Oculos_6241,350.51,23
6242,Bermuda_6242,466.12,35
6243,Mochila_6243,385.09,15
6244,Tenis_6244,185.09,52
6245,Bone_6245,671.32,66
6246,Oculos_6246,518.47,84
6247,Meia_6247,418.51,91
6248,Bone_6248,870.71,1
6249,Bone_6249,615.12,87
6250,Relogio_6250,414.39,81
6251,Jaqueta_6251,494.89,19
6252,Mochila_6252,190.62,31
6253,Calca_6253,532.04,84
6254,Meia_6254,62.68,46
6255,Meia_6255,594.78,99
6256,Jaqueta_6256,114.72,17
6257,Relogio_6257,721.54,43
6258,Tenis_6258,355.22,51
6259,Bermuda_6259,611.09,55
6260,Relogio_6260,767.72,65
6261,Tenis_6261,54.38,32
6262,Calca_6262,317.16,38
6263,Bermuda_6263,832.03,53
6264,Calca_6264,74.06,81
6265,Camisa_6265,141.94,78
6266,Relogio_6266,368.91,21
6267,Relogio_6267,223.61,16
6268,Mochila_6268,635.24,23
6269,Relogio_6269,980.77,86
6270,Jaqueta_6270,616.08,94
6271,Meia_6271,372.63,96
6272,Jaqueta_6272,54.2,17
6273,Calca_6273,754.1,3
6274,Meia_6274,241.38,96
6275,Tenis_6275,296.6,12
6276,Mochila_6276,486.76,96
6277,Calca_6277,780.28,19
6278,Oculos_6278,80.38,38
6279,Bermuda_6279,912.02,73
6280,Relogio_6280,819.02,81
6281,Camisa_6281,692.41,26
6282,Meia_6282,508.87,12
6283,Bone_6283,986.3,6
6284,Camisa_6284,750.46,33
6285,Camisa_6285,915.72,18
6286,Oculos_6286,549.23,75
6287,Calca_6287,496.44,32
6288,Mochila_6288,834.74,89
6289,Jaqueta_6289,990.32,96
6290,Bermuda_6290,799.25,41
6291,Camisa_6291,58.61,82
6292,Oculos_6292,588.28,41
6293,Relogio_6293,844.65,12
6294,Camisa_6294,447.35,77
6295,Relogio_6295,670.18,72
6296,Bone_6296,878.18,17
6297,Bone_6297,52.28,92
6298,Jaqueta_6298,939.28,67
6299,Meia_6299,841.95,82
6300,Relogio_6300,256.14,94
6301,Calca_6301,541.92,33
6302,Meia_6302,703.78,71
6303,Relogio_6303,53.95,91
6304,Jaqueta_6304,673.13,51
6305,Meia_6305,894.73,66
6306,Calca_6306,316.12,71
6307,Meia_6307,803.67,6
6308,Mochila_6308,584.96,85
6309,Meia_6309,74.41,31
6310,Mochila_6310,547.39,2
6311,Relogio_6311,253.67,32
6312,Camisa_6312,940.03,93
6313,Oculos_6313,941.16,98
6314,Jaqueta_6314,549.63,32
6315,Jaqueta_6315,633.99,36
6316,Tenis_6316,704.29,28
6317,Camisa_6317,134.97,14
6318,Tenis_6318,977.33,62
6319,Tenis_6319,728.35,13
6320,Meia_6320,75.49,56
6321,Jaqueta_6321,995.5,74
6322,Oculos_6322,949.98,17
6323,Jaqueta_6323,137.62,95
6324,Bermuda_6324,705.16,97
6325,Mochila_6325,55.36,78
6326,Bermuda_6326,647.05,32
6327,Oculos_6327,261.8,63
6328,Calca_6328,944.79,84
6329,Calca_6329,737.76,79
6330,Calca_6330,30.91,52
6331,Jaqueta_6331,559.07,78
6332,Calca_6332,343.67,44
6333,Tenis_6333,192.36,97
6334,Relogio_6334,320.46,76
6335,Relogio_6335,909.65,27
6336,Oculos_6336,158.6,87
6337,Calca_6337,493.41,18
6338,Mochila_6338,546.26,46
6339,Tenis_6339,695.77,61
6340,Camisa_6340,266.82,71
6341,Meia_6341,116.0,75
6342,Oculos_6342,172.36,72
6343,Relogio_6343,57.27,23
6344,Oculos_6344,839.12,45
6345,Bone_6345,405.86,24
6346,Bone_6346,441.54,69
6347,Bermuda_6347,164.44,14
6348,Oculos_6348,575.22,99
6349,Bone_6349,73.39,49
6350,Mochila_6350,638.12,82
6351,Tenis_6351,56.93,2
6352,Oculos_6352,997.52,7
6353,Bermuda_6353,158.3,83
6354,Meia_6354,71.26,43
6355,Calca_6355,153.68,18
